username,followersCount,location_x,id,id_str,rawcontent,replyCount,retweetCount,likeCount,quoteCount,hashtags,created,date_created,time_created,location_clean,cleaned_content,sentiment,location_y,latitude,longitude
Alberto_8019,1113,"Madrid, Comunidad de Madrid",1596483963295596544,1596483963295596544,"EEUU veta la venta e importación de productos de Huawei y ZTE
La Administración Biden continúa así con la política impuesta por Trump en materia tecnológica respecto a Chino.
Esto se debe a que #China utiliza éstas empresas y otras para el espionaje industrial.. 
#USA
#Espionaje",0,0,0,0,"['China', 'USA', 'Espionaje']",1/14/2015 22:08,1/14/2015,22:08:49,"Madrid, Comunidad de Madrid",,neutral,"Madrid, Comunidad de Madrid",40.4167047,-3.7035825
GeostrategyD,147,"Washington, DC",1587658016140263425,1587658016140263425,"How Team Biden revived Huawei, negotiated release of the ‘Ivanka Trump of China’ https://t.co/RG2CBAAvrJ",0,0,0,0,[],1/15/2015 17:20,1/15/2015,17:20:21,"Washington, DC",Team Biden Huawei release Ivanka Trump China httpstcoRGCBAAvrJ,neutral,"Washington, DC",38.8950368,-77.0365427
elihbeckman,11419,"Corte Madera, CA",1565229879301271552,1565229879301271552,"I still can't believe that Trump let Huawei entirely off the hook.

Then again, it's a Chinese company that helped Iran cheat US sanctions, so maybe we should have seen it coming.

The GOP platform isn't America first, it's America last!",0,2,3,0,[],1/18/2015 23:16,1/18/2015,23:16:13,"Corte Madera, CA",Trump Huawei Chinese company Iran sanctions GOP platform America America,neutral,"Corte Madera, CA",37.9254806,-122.527475
francois_cst,923,"Toulouse, France",1580915128832184320,1580915128832184320,@PonterluX Huawei not stonks récemment sur les terminaux mobiles avec daddy trump qui a tout bloqué 🤡,1,0,1,0,[],2/1/2015 11:04,2/1/2015,11:04:39,"Toulouse, France",,neutral,"Toulouse, France",43.6044622,1.4442469
GearsetHQ,1435,"Cambridge, UK",1760289769290911916,1760289769290911916,Ready to switch from Profiles to Permission Sets? Join the DevOps Summit for exclusive advice from industry experts on how to succeed.,7,2,98,0,[],2/4/2015 17:11,2/4/2015,17:11:59,"Cambridge, UK",switch Profiles Permission Sets Join DevOps Summit advice industry experts,positive,"Cambridge, UK",52.2055314,0.1186637
GearsetHQ,1435,"Cambridge, UK",1760289769177731465,1760289769177731465,Constantly deploying out of hours? Join us at the DevOps Summit and learn how successful Salesforce teams are keeping on top of their workload.,4,0,28,0,[],2/4/2015 17:11,2/4/2015,17:11:59,"Cambridge, UK",hours DevOps Summit Salesforce teams workload,positive,"Cambridge, UK",52.2055314,0.1186637
GearsetHQ,1435,"Cambridge, UK",1760289769324741098,1760289769324741098,Say goodbye to the low-code / pro-code divide. Join the DevOps Summit and bridge the gap with DevOps best practices to suit everyone in your team.,7,6,117,0,[],2/4/2015 17:11,2/4/2015,17:11:59,"Cambridge, UK",goodbye lowcode procode divide Join DevOps Summit bridge gap DevOps practices team,positive,"Cambridge, UK",52.2055314,0.1186637
GearsetHQ,1435,"Cambridge, UK",1760289769324741098,1760289769324741098,Say goodbye to the low-code / pro-code divide. Join the DevOps Summit and bridge the gap with DevOps best practices to suit everyone in your team.,7,6,117,0,[],2/4/2015 17:11,2/4/2015,17:11:59,"Cambridge, UK",goodbye lowcode procode divide Join DevOps Summit bridge gap DevOps practices team,positive,"Cambridge, UK",52.2055314,0.1186637
GearsetHQ,1435,"Cambridge, UK",1760289769420927387,1760289769420927387,Better collaboration is driving Salesforce ROI. Join the DevOps Summit to learn how teams are breaking down silos to deliver more value to customers.,11,3,46,0,[],2/4/2015 17:11,2/4/2015,17:11:59,"Cambridge, UK",collaboration Salesforce ROI Join DevOps Summit teams silos value customers,positive,"Cambridge, UK",52.2055314,0.1186637
GearsetHQ,1435,"Cambridge, UK",1763558054849605745,1763558054849605745,Join the virtual DevOps Summit to explore the cutting edge of Salesforce DevOps and what the future holds for the industry. Can't attend on the day? Register for the recording.,0,1,42,0,[],2/4/2015 17:11,2/4/2015,17:11:59,"Cambridge, UK",DevOps Summit cutting edge Salesforce DevOps future industry day Register,negative,"Cambridge, UK",52.2055314,0.1186637
GearsetHQ,1435,"Cambridge, UK",1760289769471226215,1760289769471226215,Don’t let change sets slow you down. Join the DevOps Summit to learn how Salesforce teams are speeding up deployments with DevOps best practices.,1,0,38,0,[],2/4/2015 17:11,2/4/2015,17:11:59,"Cambridge, UK",change Join DevOps Summit Salesforce teams deployments DevOps practices,positive,"Cambridge, UK",52.2055314,0.1186637
GearsetHQ,1435,"Cambridge, UK",1762921107689025617,1762921107689025617,Learn about the current Salesforce DevOps trends impacting how teams will work in 2024. Join the DevOps Virtual Summit on March 12th. Can't attend on the day? Register for the recording.,0,0,9,0,[],2/4/2015 17:11,2/4/2015,17:11:59,"Cambridge, UK",Salesforce DevOps trends teams Join DevOps Virtual Summit March th day Register,neutral,"Cambridge, UK",52.2055314,0.1186637
GearsetHQ,1435,"Cambridge, UK",1762921108607520912,1762921108607520912,Discover the key Salesforce trends impacting Salesforce teams in 2024. Join the virtual DevOps Summit for practical advice from industry experts. Can't attend on the day? Register for the recording.,1,0,2,0,[],2/4/2015 17:11,2/4/2015,17:11:59,"Cambridge, UK",Discover Salesforce trends Salesforce teams Join DevOps Summit advice industry experts day Register,neutral,"Cambridge, UK",52.2055314,0.1186637
GearsetHQ,1435,"Cambridge, UK",1762921107797991443,1762921107797991443,Join Eric Dreshfield at the online DevOps Summit to discover this year's key findings from the State of Salesforce report. Don't miss your chance to get data-backed insights from other Salesforce teams and industry experts. Register now.,2,4,13,0,[],2/4/2015 17:11,2/4/2015,17:11:59,"Cambridge, UK",Eric Dreshfield DevOps Summit discover years findings State Salesforce report chance insights teams industry experts Register,neutral,"Cambridge, UK",52.2055314,0.1186637
GearsetHQ,1435,"Cambridge, UK",1760289769211457797,1760289769211457797,Is your Salesforce team experiencing growing pains? Join the DevOps Summit to learn how successful teams are scaling their releases with best practices.,5,0,40,0,[],2/4/2015 17:11,2/4/2015,17:11:59,"Cambridge, UK",Salesforce team pains Join DevOps Summit teams releases practices,positive,"Cambridge, UK",52.2055314,0.1186637
Bonisa_Bonani,297,goodwood,1591506335895638023,1591506335895638023,"@AltGoolam @PhumlaniMMajozi Absolutely. Apple for example approached the Trump admin to crush Huawei's market reach into the U.S under the pretext of national security. Android even threatened to remove Huawei, but in actual fact Apple &amp; other US tech corps wanted protectionism.",0,0,1,0,[],3/3/2015 14:09,3/3/2015,14:09:49,goodwood,AltGoolam Apple example Trump admin crush Huaweis market pretext security Android remove Huawei fact Apple amp tech corps protectionism,neutral,goodwood,51.2136769,-1.5924388
realJoelFischer,76235,,1569523416935591941,1569523416935591941,"Joe Biden gave for Russia a pipeline, China Huawei auto chips, Cartels open borders, Talibans US arms. 

We get mandates, lockdowns, inflation.

Donald Trump got impeached for a phone call.",2,20,53,0,[],3/11/2015 2:37,3/11/2015,2:37:03,Unknown,Joe Biden Russia pipeline China Huawei auto chips Cartels borders Talibans arms mandates inflation Donald Trump phone,neutral,Unknown,22.8503716,80.6884128
WonderousBeats,11647,,1585647894312255489,1585647894312255489,"Breaking:
@CNN #CNN #News
Trump started the Huawei farse without no claims he ordered Huawai to be checked.

But the bytes of transfer ain't near surveillance. And control. People are free. But not the 1% criminals.

Just a way Trump deals with competition.

Yes, people are free! https://t.co/oekJIfn2cy",0,0,0,0,"['CNN', 'News']",3/12/2015 14:36,3/12/2015,14:36:13,Unknown,CNN CNN News Trump Huawei farse claims Huawai bytes transfer surveillance control People criminals way Trump deals competition people httpstcooekJIfncy,positive,Unknown,22.8503716,80.6884128
ThamiMilis,5978,,1577315971391373312,1577315971391373312,@HavalSouth @IamKumbi Haval reminds me of how Huawei was overtaking Samsung and IPhone until Trump rescued iPhone. Haval will take over also,0,0,28,0,[],4/5/2015 11:03,4/5/2015,11:03:57,Unknown,HavalSouth IamKumbi Haval Huawei Samsung IPhone Trump iPhone Haval,neutral,Unknown,22.8503716,80.6884128
Dunlukmyname,114,"Wonderland, Avatar Planet",1594454663335923712,1594454663335923712,"@serpentza @thecyrusjanssen like what US did to Tik tok(almost forced to dismantled by trump) and Huawei? You always said you are dangrous in China, why you are afraid if you have nothing to hide?",0,0,1,0,[],4/15/2015 6:30,4/15/2015,6:30:13,"Wonderland, Avatar Planet",serpentza thecyrusjanssen Tik tokalmost trump Huawei China,negative,,,
_mediahawk,102,,1565369028402905088,1565369028402905088,"@phatal187 @_fabknowledge_ Wasn't that for Huawei only by the trump admin, just before the pandemic?",1,0,0,0,[],4/24/2015 20:46,4/24/2015,20:46:28,Unknown,fabknowledge Huawei trump admin,neutral,Unknown,22.8503716,80.6884128
CapitanNomada,266,"Valencia, España",1577956728817197058,1577956728817197058,Luego está el caso de Huawei (tema de Trump a parte). Era gama media con teléfonos asequibles pero de buena calidad. Al final empezó a sacar sus móviles cada vez más caros dejando la gama media por la alta,1,0,1,0,[],4/27/2015 9:43,4/27/2015,9:43:00,"Valencia, Espaa",,neutral,,,
ptchegho,408,"Centre, Cameroon",1573986207150792704,1573986207150792704,@ALaiNbAgO Huawei était l'un des meilleurs téléphones androïde jusqu'à ce trump arrive et foute le bordel. Tsuips !!! https://t.co/p4sw3ve4me,0,0,0,0,[],6/3/2015 21:03,6/3/2015,21:03:30,"Centre, Cameroon",,neutral,"Centre, Cameroon",4.686267,11.9414512
MoZayyad,48,Nigeria ,1584128241412952064,1584128241412952064,@Buharibawa Huawei Mate 30 and then Trump happened,1,0,0,0,[],6/21/2015 15:34,6/21/2015,15:34:03,Nigeria ,,neutral,Nigeria ,9.6000359,7.9999721
MacHarryCI,792,Stuck in the Mistake of 1914,1570026648375787522,1570026648375787522,"Actually, Theresa May did, with the 5G deal with Huawei. The UK was on course to go ahead with the deal despite protests from the White House (anchored by then Deputy NSA Mathew Pottinger). It was Boris who buried the matter. But sure, May was ready to tell Trump to fuck off.",0,0,3,0,[],6/21/2015 16:04,6/21/2015,16:04:26,Stuck in the Mistake of 1914,Theresa G Huawei UK course deal protests White House Deputy NSA Mathew Pottinger Boris matter Trump fuck,neutral,Stuck in the Mistake of 1914,15.0949,50.0159
uberbikegeek,354,,1596633009960415233,1596633009960415233,"@GalLuft Huawei and ZTE have been banned before; Trump did so and the companies spent years negotiating with the Trump FCC. Leader-elect McCarthy is arguably continuing Pelosi’s work from 2021 up to now with Taiwan. I don’t know about the base in Palawan, but the rest feels status quo.",1,0,0,0,[],6/24/2015 0:59,6/24/2015,0:59:29,Unknown,GalLuft Huawei ZTE Trump companies years Trump FCC Leaderelect McCarthy Pelosis work Taiwan base Palawan rest status quo,negative,Unknown,22.8503716,80.6884128
_NOALCOMUNISMO,43203,,1584659889426944001,1584659889426944001,"¿QUIÉN FUE EL PRIMERO EN TODO EL MUNDO EN DENUNCIAR A HUAWEI?    RESPUESTA: DONALD TRUMP
EEUU acusó a oficiales de inteligencia de China de querer sobornar a un agente del FBI para robar información confidencial
Información revelada por el fiscal general de EEUU, Merrick Garland https://t.co/26dlZwktk3",0,69,66,2,[],7/15/2015 6:15,7/15/2015,6:15:45,Unknown,,neutral,Unknown,22.8503716,80.6884128
ScyllaDB,30813,"Sunnyvale, CA",1658577411460730887,1658577411460730887,"In this practical guide, Martin Kleppmann helps you navigate the fast-changing landscape of processing &amp; storing data for data-intensive apps.",202,374,1043,12,[],8/10/2015 20:45,8/10/2015,20:45:07,"Sunnyvale, CA",,neutral,"Sunnyvale, CA",37.3688301,-122.036349
seangraf,705,,1580532251481497601,1580532251481497601,"he move marks the first time the FCC has banned electronic equipment on national-security grounds. It closes a vise that began tightening during the Trump administration.

FCC poised to ban all U.S. sales of new Huawei and ZTE equipment https://t.co/7zVuZMqrWd",0,0,0,0,[],8/15/2015 13:30,8/15/2015,13:30:50,Unknown,marks time FCC equipment nationalsecurity grounds vise Trump administration FCC ban sales Huawei ZTE equipment httpstcozVuZMqrWd,positive,Unknown,22.8503716,80.6884128
newsoneplace,1272,,1584703300150206465,1584703300150206465,(The NY Times):#Justice #Dept. Charges 2 Chinese Citizens With Spying for Huawei : Huawei has been a persistent target of the United States government since the administration of President Donald J. Trump. .. https://t.co/icFzPDwUdF,0,0,0,0,"['Justice', 'Dept']",9/3/2015 13:15,9/3/2015,13:15:22,Unknown,NY TimesJustice Dept Charges Citizens Spying Huawei Huawei target United States government administration President Donald J Trump httpstcoicFzPDwUdF,neutral,Unknown,22.8503716,80.6884128
clifton_honaker,27,"Tennessee, USA",1584030508836536320,1584030508836536320,@sakitechonline Huawei was catching Apple until Trump band them for no reason. Huawei was really pushing the innovation. Samsung needs to focus on innovation like Huawei did and Xiaomi is doing.,1,0,2,0,[],9/24/2015 13:06,9/24/2015,13:06:53,"Tennessee, USA",Huawei Apple Trump band reason Huawei innovation Samsung innovation Huawei Xiaomi,positive,"Tennessee, USA",35.7730076,-86.2820081
LucSpighel,572,Paris,1596478715449704448,1596478715449704448,"#Huawei et #ZTE, déjà soumises par le passé à des règles équivalentes, ainsi que #Dahua et #Hikvision, qui fournissent des équipements de vidéosurveillance, et #Hytera
 ➡️ Décidé par #FCC et #EtatsUnis : #telecom
#mobile #Chine #Trump 
https://t.co/QrEduNnNpO",0,0,1,0,"['Huawei', 'ZTE', 'Dahua', 'Hikvision', 'Hytera', 'FCC', 'EtatsUnis', 'telecom', 'mobile', 'Chine', 'Trump']",9/25/2015 8:50,9/25/2015,8:50:18,Paris,,neutral,Paris,48.8588897,2.320041
LucSpighel,572,Paris,1596422907852632064,1596422907852632064,"#EtatsUnis interdisent officiellement les équipements #télécom chinois
📲 #Huawei #ZTE... 
➡️ Le décret vise des entreprises considérées comme posant une menace à la #sécurité nationale des Etats-Unis
#mobile #Chine #Trump 
https://t.co/NLMajcTFS0",0,0,1,1,"['EtatsUnis', 'télécom', 'Huawei', 'ZTE', 'sécurité', 'mobile', 'Chine', 'Trump']",9/25/2015 8:50,9/25/2015,8:50:18,Paris,,neutral,Paris,48.8588897,2.320041
LucSpighel,572,Paris,1570433964904484864,1570433964904484864,"#Huawei pourrait-il retrouver les services de #Google sur ses #smartphone ? 
➡️Embargo par #Trump en 2019
✅ #HarmonyOS ou #GoogleServices ?
#Chine #telecom #mobile
https://t.co/otmxM4PAUw",0,1,1,0,"['Huawei', 'Google', 'smartphone', 'Trump', 'HarmonyOS', 'GoogleServices', 'Chine', 'telecom', 'mobile']",9/25/2015 8:50,9/25/2015,8:50:18,Paris,Huawei pourraitil retrouver les services de Google ses smartphone Embargo par Trump HarmonyOS GoogleServices Chine telecom mobile httpstcootmxMPAUw,neutral,Paris,48.8588897,2.320041
AZajst,370,,1580820891872923648,1580820891872923648,"@graden01 @andy_wilinski Nie bez powodu - Huawei jako pierwsze i jedyne miało funkcjonalne 5g i zachód nie mógł sobie pozwolić na dominację Chin.
Dodatkowo Trump chciał, żeby amerykańską firmą odkupiła Nokię, żeby USA miało telekomunikacyjną przewagę.",1,0,0,0,[],9/27/2015 18:32,9/27/2015,18:32:47,Unknown,,neutral,Unknown,22.8503716,80.6884128
EstoniaInvest,11899,"Tallinn, Estonia",1764585055387611571,1764585055387611571,"🤖🇪🇪 #Estonian driverless innovator @Clevon_tech is expanding its presence in #Lithuania, adding 25 new robots and aiming for a broader #European expansion by 2026. https://t.co/2dBKVkqxwA",93,10,244,1,"['Estonian', 'Lithuania', 'European']",9/29/2015 7:04,9/29/2015,7:04:33,"Tallinn, Estonia",Estonian driverless innovator Clevontech presence Lithuania robots European expansion httpstcodBKVkqxwA,neutral,"Tallinn, Estonia",59.4372155,24.7453688
_oftoday_,1254,"Clarksville, VA",1584878269723279362,1584878269723279362,Justice Dept. Charges 2 Chinese Citizens With Spying for Huawei  Huawei has been a persistent target of the United States government since the administration of President Donald J. Trump.  https://t.co/C64IB92r2b https://t.co/pG4JPMeWlX,0,0,0,0,[],10/2/2015 13:14,10/2/2015,13:14:20,"Clarksville, VA",Justice Dept Charges Chinese Citizens Spying Huawei Huawei target United States government administration President Donald J Trump httpstcoCIBrb httpstcopGJPMeWlX,neutral,"Clarksville, VA",36.6240321,-78.5569437
amanchughca,778,"Chandigarh, India",1583009541620256770,1583009541620256770,"This is 1 step what Trump had done (he had only used this rule to deny computer chips to Huawei which had impacted their production &amp; sale). Did I tell you from Nov 22 onwards, chances of Biden not remaining/continuing as President will be seen (Event &amp; Time Analysis) (n/n)",0,1,1,0,[],10/8/2015 13:45,10/8/2015,13:45:04,"Chandigarh, India",step Trump rule computer chips Huawei production amp sale Nov chances Biden President Event amp Time Analysis,neutral,"Chandigarh, India",30.7298439,76.7841457
Out5p0ken,110150,,1584612771924086785,1584612771924086785,"FBI recovered highly classified documents from Trump’s home on the PRC. 

October 22 the CCP had their conference. 

October 23 Xi remains in power for third term. 

Today DOJ charges two  Chinese spies with trying to obstruct US Huawei investigation. 

Not a coincidence.",117,1404,5921,35,[],10/11/2015 19:45,10/11/2015,19:45:06,Unknown,FBI documents Trumps home PRC October CCP conference October Xi power term Today DOJ Chinese spies obstruct Huawei investigation coincidence,neutral,Unknown,22.8503716,80.6884128
BullsNBearsWA,13243,"Perth, Western Australia",1763457307575480653,1763457307575480653,"Mineral explorer @ChariotCorp says it has significantly expanded its flagship Black Mountain tenure in Wyoming, adding 218 contiguous new claims to mark a whopping 206 per cent increase for its #lithium project area.

$CC9 #BULLSNBEARSWA #ASX 

https://t.co/N3M9Jsvggu",0,5,97,0,"['lithium', 'BULLSNBEARSWA', 'ASX']",10/13/2015 5:55,10/13/2015,5:55:02,"Perth, Western Australia",Mineral explorer ChariotCorp flagship Black Mountain tenure Wyoming claims cent increase lithium project area CC BULLSNBEARSWA ASX httpstcoNMJsvggu,positive,"Perth, Western Australia",-31.9558933,115.8605855
tom_mccausland,252,,1570358396661993474,1570358396661993474,"@ReturnYueFei @chenweihua @POTUS @PressSec Problem is that the US has not reciprocated it many areas.
Huawei was banned because anti-China xenophobes and extremists in the Trump administration made the arbitrary decision that it was a security threat without providing any evidence.",1,0,0,0,[],11/5/2015 20:26,11/5/2015,20:26:41,Unknown,ReturnYueFei chenweihua POTUS PressSec Problem areas Huawei antiChina extremists Trump administration decision security threat evidence,positive,Unknown,22.8503716,80.6884128
Kryniczanin,141,Krynica-Zdrój ,1576066563190685697,1576066563190685697,"@volnoscioviec Mam s22 ultra. IPhone jest nic nie warty, xiaomi to dziadostwo. Kiedyś najwyżej ceniłem Huawei Trump mnie zmusił do zmian.",0,0,0,0,[],12/2/2015 19:47,12/2/2015,19:47:46,KrynicaZdrj ,,neutral,,,
iriedeby,10691,United States,1584618844580372480,1584618844580372480,Is Bratt going to be too busy with Huawei's Chinese Spy investigation to try Trump? He better not be!,1,0,0,0,[],12/17/2015 4:21,12/17/2015,4:21:56,United States,Bratt Huaweis Chinese Spy investigation Trump,positive,United States,39.7837304,-100.445882
michaelvedal,490,The Shores of Lake Loki,1597971657507106816,1597971657507106816,"@WaifuBSC @elonmusk @DavidSacks Stop lying. Huawei was hit with sanctions by the Trump administration and was barred from using Google's OS and App Store. Hence, they came up with their own, which is really low grade in comparison.

Next time, try to be honest. It is, after all, best policy.",0,0,0,0,[],12/21/2015 15:05,12/21/2015,15:05:02,The Shores of Lake Loki,WaifuBSC elonmusk DavidSacks Stop Huawei sanctions Trump administration Googles OS App Store grade comparison time policy,positive,,,
piotr_samsa,486,,1572778786445496321,1572778786445496321,"@Ivi_O @encerradisimo @LANACION @alferdez Bueno, es un poco lo que hizo por ejemplo Trump metiendole un arancel a todas las importaciones chinas o prohibiéndole a Huawei usar software norteamericano. Proteccionismo hay en todos lados. La UE no aprueba el libre tratado con Mercosur para cuidar su sector agrónomo...",1,0,0,0,[],12/31/2015 1:01,12/31/2015,1:01:45,Unknown,,neutral,Unknown,22.8503716,80.6884128
AmyR___9090,413,,1596704009104297984,1596704009104297984,"“Britain had originally chosen to allow the use of Huawei kit outside of critical areas, but the Trump White House forced Britain’s hand by slapping sweeping sanctions on the company.”",1,0,0,0,[],1/24/2016 0:00,1/24/2016,0:00:09,Unknown,Britain use Huawei kit areas Trump White House Britains hand sanctions company,neutral,Unknown,22.8503716,80.6884128
DistColumbiAnt,1177,"London, England",1579275105804644352,1579275105804644352,"On the work front, besides Covid…there have been (global) Huawei decisions, Trump’s TikTok ban, cyber attributions, cyber negotiations, the tech crackdown, another FYP, a State Council Opinion on data, GIDS, entity listings and sanctions. And more besides. It hasn’t been dull!",0,0,0,0,[],1/26/2016 14:28,1/26/2016,14:28:50,"London, England",Covidthere global Huawei decisions Trumps TikTok ban cyber attributions cyber negotiations tech crackdown FYP State Council Opinion data GIDS entity sanctions,neutral,"London, England",51.5074456,-0.1277653
iamjosephola4,689,Current location: Ilorin ,1581641254994968577,1581641254994968577,"@MountainChen4 Some people will just open mouth anyhow.Which free world?
Where's the former richest man in China,Jack Ma?If you're in China, don't criticise the Gov. 
For years China hasn't allowed Google and other firms in their country but when Trump blocked Huawei,they started crying foul.",2,0,0,0,[],1/29/2016 0:24,1/29/2016,0:24:53,Current location Ilorin ,MountainChen people mouth world man ChinaJack MaIf China Gov years China Google firms country Trump Huaweithey,neutral,Current location Ilorin ,8.5,4.55
iamjosephola4,689,Current location: Ilorin ,1580539053455572993,1580539053455572993,"@adsadiq_danladi I can tell you that  many things are being manufactured in the USA today. During the first phase of Trump Trade War, 5% of the US firms relocated to home land country. Some left China for India, Vietnam, etc.
Remember how Trump killed Huawei in global market!",1,0,1,0,[],1/29/2016 0:24,1/29/2016,0:24:53,Current location Ilorin ,adsadiqdanladi things USA today phase Trump Trade War firms home land country China India Vietnam Trump Huawei market,positive,Current location Ilorin ,8.5,4.55
Melancoly3,773,,1597684097673203713,1597684097673203713,@elonmusk @DavidSacks @elonmusk feeling the same brunt that @Huawei felt when they were isolated by Trump.,0,0,0,0,[],1/30/2016 0:49,1/30/2016,0:49:12,Unknown,,neutral,Unknown,22.8503716,80.6884128
BatasunaDoge,958,,1587126060834902017,1587126060834902017,"@MattWallace888 I doubt it, remember when trump was trying to ban it. Walmart was going to buy it. It is still around. Huawei is still around, they have people around the globe. US is not their largest market.",0,0,0,0,[],2/8/2016 3:05,2/8/2016,3:05:21,Unknown,MattWallace doubt trump ban Walmart buy Huawei people globe market,neutral,Unknown,22.8503716,80.6884128
manufidalgo785,388,España,1571026057691799552,1571026057691799552,"@PANCHITO117XD @rakkuncitos Si, por culpa de que Huawei es una empresa china, y cuando Donal Trump fue presidente no quería saber nada de China",1,0,1,0,[],2/9/2016 0:45,2/9/2016,0:45:11,Espaa,,neutral,Espaa,63.3422814,10.5414481
BeFairTo_E1,547,,1589476040485003265,1589476040485003265,@60Minutes Trump banned it remember?  Biden brought it back including Chinese spyware Huawei,0,0,0,0,[],2/10/2016 23:59,2/10/2016,23:59:07,Unknown,,neutral,Unknown,22.8503716,80.6884128
BeasLilia,9401,"Mexicali, Baja California",1572966621429530627,1572966621429530627,@GdlVillero @Huawei Pues también para que lo comprabas si estabas viendo qué trump y China andaban de pleito 👀😑,1,0,0,0,[],2/15/2016 4:47,2/15/2016,4:47:55,"Mexicali, Baja California",,neutral,"Mexicali, Baja California",32.550712,-115.0335028
BigStickClub,2155,United States,1566361016694439936,1566361016694439936,"HUAWEI is a CHINA based company who uses their Technologies to SPY on its USERS!
TRUMP BANNED ALL HUAWEI products in the US, Thus SECURING our borders electronically. 

Biden, the face of the Obama regime, has COMPLETELY UNDONE THAT, 
as WELL as our physical borders.
C a Pattern?",0,0,0,1,[],2/17/2016 2:14,2/17/2016,2:14:13,United States,HUAWEI CHINA company Technologies SPY USERS TRUMP BANNED products SECURING borders Biden Obama regime COMPLETELY UNDONE borders C Pattern,neutral,United States,39.7837304,-100.445882
michael20070612,197,"Didsbury, Manchester",1580797541033324546,1580797541033324546,"@TW175663056 @life_scifi @TimRunsHisMouth Biden releases Ms. Meng in Canada, who is Huawei's CFO. Biden lifts ban on TikTok and WeChat (Trump did）. Biden opens up tariffs on more than 300 Chinese goods. His son is a business partner with China's invisible billionaire, Mr. Ye! Joe has a lot of stories with China.",0,0,0,0,[],3/5/2016 21:28,3/5/2016,21:28:17,"Didsbury, Manchester",TW lifescifi TimRunsHisMouth Biden Ms Meng Canada Huaweis CFO Biden lifts ban TikTok WeChat Trump Biden tariffs Chinese goods son business partner Chinas billionaire Mr Ye Joe lot China,positive,"Didsbury, Manchester",53.4168134,-2.2321381
STAR_LORD_22,1659,Venus.,1576628782777016320,1576628782777016320,They won't tell you this.. But I will.. HUAWEI is better than Samsung &amp; IPhone.,436,848,6386,479,[],3/19/2016 6:26,3/19/2016,6:26:14,Venus.,,positive,Venus.,32.4334742,-97.1025077
MaryPatFlynn1,20339,United States,1584911960298102789,1584911960298102789,"The top @TheJusticeDept prosecutor taking on Trump over Mar-a-Lago documents

“Bratt also helped oversee investigations of 2 Chinese telecommunications firms — Huawei…&amp; ZTE for selling equipment containing items of U.S. origin to Iran and North Korea.” https://t.co/78PEBtxTqT",4,50,94,2,[],3/24/2016 21:40,3/24/2016,21:40:03,United States,TheJusticeDept prosecutor Trump MaraLago documents Bratt investigations Chinese telecommunications firms Huaweiamp ZTE equipment items origin Iran North Korea,positive,United States,39.7837304,-100.445882
Viatcheslavsos3,2856,Jerusalem ,1581999843438137344,1581999843438137344,"Apple Freezes Use Of China's YMTC NAND Chips! 

YMTC is being investigated by the US Commerce Department over allegations it violated earlier United States export controls by selling chips to HUAWEI, which was blacklisted under the Trump Administration.https://t.co/Zh7HNf3eKn",0,1,3,1,[],3/26/2016 14:24,3/26/2016,14:24:13,Jerusalem ,Apple Freezes Use Chinas YMTC NAND Chips YMTC Commerce Department allegations United States export controls chips Trump AdministrationhttpstcoZhHNfeKn,neutral,Jerusalem ,31.7788242,35.2257626
Viatcheslavsos3,2854,Jerusalem ,1568932176497967105,1568932176497967105,"Britain banned Huawei 5G at the behest of US because ‘that’s what friends do’ 

Senior intelligence officials among those pressured by the Donald Trump administration to ban the Chinese telecoms giant from British network
https://t.co/7l6MHpFxkA via @scmpnews",0,1,4,0,[],3/26/2016 14:24,3/26/2016,14:24:13,Jerusalem ,Britain Huawei G friends intelligence officials Donald Trump administration ban Chinese telecoms British network httpstcolMHpFxkA scmpnews,neutral,Jerusalem ,31.7788242,35.2257626
OushDala,764,nai,1580458407337005057,1580458407337005057,@KephaMurage Trump finished that company...without android no one is interested in Huawei phones now ..,0,0,0,0,[],3/29/2016 8:45,3/29/2016,8:45:40,nai,KephaMurage Trump companywithout android Huawei phones,positive,nai,43.1798743,-0.2621768
owainkenway,1565,"London, England",1567849483320311808,1567849483320311808,I'm still infuriated that Trump's 5G protectionism related fuckery caused Huawei to pull out of the UK which meant we never got to evaluate +/ deploy their server Arm parts which were allegedly monstrous performance-wise.,0,0,0,0,[],4/5/2016 11:41,4/5/2016,11:41:42,"London, England",Trumps G protectionism fuckery Huawei UK deploy server Arm parts performancewise,neutral,"London, England",51.5074456,-0.1277653
ThatHomieKTK,1218,Botswana,1595507718328094720,1595507718328094720,@SentleSeeletso Plus I thought you knew Trump fucked up Huawei's relationship with USA i think,1,0,0,0,[],4/17/2016 10:49,4/17/2016,10:49:32,Botswana,SentleSeeletso Trump Huaweis relationship USA,negative,Botswana,-23.1681782,24.5928742
ToothFairyOH,1095,"Ohio, District 14",1584607654110191616,1584607654110191616,@joncoopertweets So disappointed.  Was hoping it was about arresting tRump. Instead it was about Chinese spies obstructing Huawei probe. Important to address of course. But damn I want to see tRump arrested &amp; put away,0,0,0,0,[],5/4/2016 2:07,5/4/2016,2:07:18,"Ohio, District 14",joncoopertweets tRump Instead Chinese spies Huawei probe address course tRump amp,negative,"Ohio, District 14",39.108469,-84.5164714
